,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,trackName,trackArtist,playlistName
10,0.467,0.839,4,-3.584,1,0.0295,0.000738,1.99e-05,0.121,0.518,137.902,audio_features,4mPiTSD96K4Dha1irhqpW3,spotify:track:4mPiTSD96K4Dha1irhqpW3,https://api.spotify.com/v1/tracks/4mPiTSD96K4Dha1irhqpW3,https://api.spotify.com/v1/audio-analysis/4mPiTSD96K4Dha1irhqpW3,220133,4,Bend & Break,Keane,albümden albüme atlamak zor geldi
11,0.515,0.718,2,-4.124,0,0.0299,0.00545,0.0,0.145,0.366,123.99,audio_features,78beAzLy2Vqxs7zURZVusF,spotify:track:78beAzLy2Vqxs7zURZVusF,https://api.spotify.com/v1/tracks/78beAzLy2Vqxs7zURZVusF,https://api.spotify.com/v1/audio-analysis/78beAzLy2Vqxs7zURZVusF,218493,4,Can't Stop Now,Keane,albümden albüme atlamak zor geldi
12,0.501,0.407,4,-6.947,1,0.0301,0.633,0.000198,0.0918,0.0922,74.937,audio_features,17xGX76BVzLRSbpYteAGR4,spotify:track:17xGX76BVzLRSbpYteAGR4,https://api.spotify.com/v1/tracks/17xGX76BVzLRSbpYteAGR4,https://api.spotify.com/v1/audio-analysis/17xGX76BVzLRSbpYteAGR4,278000,4,Bedshaped,Keane,albümden albüme atlamak zor geldi
13,0.489,0.955,11,-2.771,0,0.0363,3.82e-05,0.000178,0.334,0.816,129.352,audio_features,5xT8JXJSyHYNfC11OFqzFL,spotify:track:5xT8JXJSyHYNfC11OFqzFL,https://api.spotify.com/v1/tracks/5xT8JXJSyHYNfC11OFqzFL,https://api.spotify.com/v1/audio-analysis/5xT8JXJSyHYNfC11OFqzFL,186173,4,Is It Any Wonder?,Keane,albümden albüme atlamak zor geldi
14,0.399,0.854,10,-4.97,0,0.0294,0.00107,3.96e-06,0.0893,0.872,172.478,audio_features,7falOwHJ9MjskdcNehIh79,spotify:track:7falOwHJ9MjskdcNehIh79,https://api.spotify.com/v1/tracks/7falOwHJ9MjskdcNehIh79,https://api.spotify.com/v1/audio-analysis/7falOwHJ9MjskdcNehIh79,240387,4,Nothing In My Way,Keane,albümden albüme atlamak zor geldi
15,0.435,0.97,10,-3.612,0,0.0518,7.62e-05,5.65e-05,0.0778,0.401,124.305,audio_features,3e90d7sOsXNnVyBfOhjo0z,spotify:track:3e90d7sOsXNnVyBfOhjo0z,https://api.spotify.com/v1/tracks/3e90d7sOsXNnVyBfOhjo0z,https://api.spotify.com/v1/audio-analysis/3e90d7sOsXNnVyBfOhjo0z,233960,4,Crystal Ball,Keane,albümden albüme atlamak zor geldi
16,0.507,0.748,8,-6.343,1,0.0362,0.0961,0.0,0.0795,0.215,123.92,audio_features,6dksuIyuNHcFVcx9ixCMbq,spotify:track:6dksuIyuNHcFVcx9ixCMbq,https://api.spotify.com/v1/tracks/6dksuIyuNHcFVcx9ixCMbq,https://api.spotify.com/v1/audio-analysis/6dksuIyuNHcFVcx9ixCMbq,223800,4,In Your Own Time,Keane,albümden albüme atlamak zor geldi
17,0.498,0.443,7,-7.771,1,0.0257,0.251,0.000908,0.103,0.383,145.98,audio_features,3Wxu8QRCZdTvwFvwtWOMst,spotify:track:3Wxu8QRCZdTvwFvwtWOMst,https://api.spotify.com/v1/tracks/3Wxu8QRCZdTvwFvwtWOMst,https://api.spotify.com/v1/audio-analysis/3Wxu8QRCZdTvwFvwtWOMst,220387,4,Watch How You Go,Keane,albümden albüme atlamak zor geldi
18,0.515,0.809,1,-5.051,1,0.0288,0.00188,9.86e-06,0.0983,0.237,111.985,audio_features,0BhGZmaQ1SET53qGkGvwxD,spotify:track:0BhGZmaQ1SET53qGkGvwxD,https://api.spotify.com/v1/tracks/0BhGZmaQ1SET53qGkGvwxD,https://api.spotify.com/v1/audio-analysis/0BhGZmaQ1SET53qGkGvwxD,196467,4,Silenced By The Night,Keane,albümden albüme atlamak zor geldi
19,0.516,0.889,0,-4.237,0,0.0386,0.0209,0.0,0.0789,0.453,115.036,audio_features,36DrLw8kpZY9QJIxutgfRy,spotify:track:36DrLw8kpZY9QJIxutgfRy,https://api.spotify.com/v1/tracks/36DrLw8kpZY9QJIxutgfRy,https://api.spotify.com/v1/audio-analysis/36DrLw8kpZY9QJIxutgfRy,312093,4,Perfect Symmetry,Keane,albümden albüme atlamak zor geldi
20,0.501,0.724,11,-4.731,0,0.0394,0.0169,2.9e-06,0.0965,0.325,132.982,audio_features,7LiepDAGkGwNGSN26zxz4h,spotify:track:7LiepDAGkGwNGSN26zxz4h,https://api.spotify.com/v1/tracks/7LiepDAGkGwNGSN26zxz4h,https://api.spotify.com/v1/audio-analysis/7LiepDAGkGwNGSN26zxz4h,323373,4,Black Burning Heart,Keane,albümden albüme atlamak zor geldi
21,0.709,0.911,2,-4.798,1,0.0332,0.047,0.00141,0.35,0.879,116.987,audio_features,3Ebyt2DAYMaxCmdeYh7PwB,spotify:track:3Ebyt2DAYMaxCmdeYh7PwB,https://api.spotify.com/v1/tracks/3Ebyt2DAYMaxCmdeYh7PwB,https://api.spotify.com/v1/audio-analysis/3Ebyt2DAYMaxCmdeYh7PwB,227360,4,Pretend That You're Alone,Keane,albümden albüme atlamak zor geldi
22,0.546,0.465,5,-8.167,1,0.0287,0.153,0.00259,0.321,0.415,73.369,audio_features,7DcJ6fEBb7BaKuYKTwiDxK,spotify:track:7DcJ6fEBb7BaKuYKTwiDxK,https://api.spotify.com/v1/tracks/7DcJ6fEBb7BaKuYKTwiDxK,https://api.spotify.com/v1/audio-analysis/7DcJ6fEBb7BaKuYKTwiDxK,177493,4,Homage,Mild High Club,thiago alcantara
23,0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,audio_features,2LKOHdMsL0K9KwcPRlJK2v,spotify:track:2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/tracks/2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/audio-analysis/2LKOHdMsL0K9KwcPRlJK2v,259147,4,After Dark,Mr.Kitty,thiago alcantara
24,0.521,0.277,11,-10.34,1,0.0356,0.634,7.07e-05,0.103,0.13,115.01,audio_features,0TCmhnbMpw5zwPsTvlXTJi,spotify:track:0TCmhnbMpw5zwPsTvlXTJi,https://api.spotify.com/v1/tracks/0TCmhnbMpw5zwPsTvlXTJi,https://api.spotify.com/v1/audio-analysis/0TCmhnbMpw5zwPsTvlXTJi,248827,4,Runaway,AURORA,thiago alcantara
25,0.732,0.709,8,-6.057,1,0.0273,0.0896,0.0184,0.0442,0.814,108.018,audio_features,0fnjeclLR3fb7gjmUIHnvn,spotify:track:0fnjeclLR3fb7gjmUIHnvn,https://api.spotify.com/v1/tracks/0fnjeclLR3fb7gjmUIHnvn,https://api.spotify.com/v1/audio-analysis/0fnjeclLR3fb7gjmUIHnvn,146356,4,I Love Being Tired,Noah Chenfeld,thiago alcantara
26,0.519,0.799,10,-4.207,1,0.0371,0.00878,0.0,0.107,0.226,107.489,audio_features,71iSmEeF0qRVyULABxP75P,spotify:track:71iSmEeF0qRVyULABxP75P,https://api.spotify.com/v1/tracks/71iSmEeF0qRVyULABxP75P,https://api.spotify.com/v1/audio-analysis/71iSmEeF0qRVyULABxP75P,277600,4,Shake It Out,Florence + The Machine,thiago alcantara
27,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,audio_features,2u0CelO5c81XS7z3dGpHbS,spotify:track:2u0CelO5c81XS7z3dGpHbS,https://api.spotify.com/v1/tracks/2u0CelO5c81XS7z3dGpHbS,https://api.spotify.com/v1/audio-analysis/2u0CelO5c81XS7z3dGpHbS,255133,4,The Beach,The Neighbourhood,thiago alcantara
28,0.498,0.81,7,-4.065,1,0.0263,0.00392,0.00717,0.0635,0.594,79.935,audio_features,1KIJclzEbNhSVw8tiHPWwE,spotify:track:1KIJclzEbNhSVw8tiHPWwE,https://api.spotify.com/v1/tracks/1KIJclzEbNhSVw8tiHPWwE,https://api.spotify.com/v1/audio-analysis/1KIJclzEbNhSVw8tiHPWwE,189160,4,Young,Vacations,thiago alcantara
29,0.214,0.263,9,-13.207,0,0.0336,0.968,0.853,0.126,0.113,137.561,audio_features,1Rd5OVjqDAr5xC96MHt448,spotify:track:1Rd5OVjqDAr5xC96MHt448,https://api.spotify.com/v1/tracks/1Rd5OVjqDAr5xC96MHt448,https://api.spotify.com/v1/audio-analysis/1Rd5OVjqDAr5xC96MHt448,384439,3,Daydreaming,Radiohead,thiago alcantara
30,0.167,0.302,6,-11.644,0,0.0345,0.316,0.797,0.11,0.19,102.026,audio_features,2rtGaCAeYtmcIvuZsvgTf6,spotify:track:2rtGaCAeYtmcIvuZsvgTf6,https://api.spotify.com/v1/tracks/2rtGaCAeYtmcIvuZsvgTf6,https://api.spotify.com/v1/audio-analysis/2rtGaCAeYtmcIvuZsvgTf6,356333,4,How to Disappear Completely,Radiohead,thiago alcantara
31,0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,audio_features,1Fid2jjqsHViMX6xNH70hE,spotify:track:1Fid2jjqsHViMX6xNH70hE,https://api.spotify.com/v1/tracks/1Fid2jjqsHViMX6xNH70hE,https://api.spotify.com/v1/audio-analysis/1Fid2jjqsHViMX6xNH70hE,229173,4,Atlantis,Seafret,thiago alcantara
32,0.393,0.487,0,-6.348,1,0.0337,0.229,0.0,0.128,0.3,151.958,audio_features,77KnJc8o5G1eKVwX5ywMeZ,spotify:track:77KnJc8o5G1eKVwX5ywMeZ,https://api.spotify.com/v1/tracks/77KnJc8o5G1eKVwX5ywMeZ,https://api.spotify.com/v1/audio-analysis/77KnJc8o5G1eKVwX5ywMeZ,230867,4,Mind Over Matter (Reprise),Young the Giant,thiago alcantara
33,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,audio_features,2K7xn816oNHJZ0aVqdQsha,spotify:track:2K7xn816oNHJZ0aVqdQsha,https://api.spotify.com/v1/tracks/2K7xn816oNHJZ0aVqdQsha,https://api.spotify.com/v1/audio-analysis/2K7xn816oNHJZ0aVqdQsha,206280,4,Softcore,The Neighbourhood,thiago alcantara
34,0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565,audio_features,0baNzeUcPQnQSagpe8T0mD,spotify:track:0baNzeUcPQnQSagpe8T0mD,https://api.spotify.com/v1/tracks/0baNzeUcPQnQSagpe8T0mD,https://api.spotify.com/v1/audio-analysis/0baNzeUcPQnQSagpe8T0mD,126312,1,worldstar money (interlude),Joji,thiago alcantara
35,0.544,0.855,6,-7.461,1,0.093,0.0426,0.157,0.167,0.517,171.349,audio_features,5K9tfeoiztw94dyWzF39jq,spotify:track:5K9tfeoiztw94dyWzF39jq,https://api.spotify.com/v1/tracks/5K9tfeoiztw94dyWzF39jq,https://api.spotify.com/v1/audio-analysis/5K9tfeoiztw94dyWzF39jq,129543,4,moment,Vierre Cloud,thiago alcantara
36,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,audio_features,30bqVoKjX479ab90a8Pafp,spotify:track:30bqVoKjX479ab90a8Pafp,https://api.spotify.com/v1/tracks/30bqVoKjX479ab90a8Pafp,https://api.spotify.com/v1/audio-analysis/30bqVoKjX479ab90a8Pafp,142000,4,Star Shopping,Lil Peep,thiago alcantara
37,0.44,0.778,1,-1.786,0,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,audio_features,4sebUbjqbcgDSwG6PbSGI0,spotify:track:4sebUbjqbcgDSwG6PbSGI0,https://api.spotify.com/v1/tracks/4sebUbjqbcgDSwG6PbSGI0,https://api.spotify.com/v1/audio-analysis/4sebUbjqbcgDSwG6PbSGI0,229347,4,Come a Little Closer,Cage The Elephant,thiago alcantara
38,0.434,0.892,1,-3.616,1,0.251,0.000273,0.631,0.346,0.783,181.514,audio_features,7Eus5RKz9GrXUH6Del6wKC,spotify:track:7Eus5RKz9GrXUH6Del6wKC,https://api.spotify.com/v1/tracks/7Eus5RKz9GrXUH6Del6wKC,https://api.spotify.com/v1/audio-analysis/7Eus5RKz9GrXUH6Del6wKC,164339,4,Mne Malo Malo Malo Tebya,ilkekw,jim
39,0.546,0.633,0,-10.642,0,0.125,0.000613,0.857,0.573,0.0686,85.026,audio_features,3Ag7ZgYLV4NVzASm6rqKBp,spotify:track:3Ag7ZgYLV4NVzASm6rqKBp,https://api.spotify.com/v1/tracks/3Ag7ZgYLV4NVzASm6rqKBp,https://api.spotify.com/v1/audio-analysis/3Ag7ZgYLV4NVzASm6rqKBp,124239,4,VASTO LORDE,Eternal Raijin,jim
40,0.564,0.95,8,-3.82,1,0.101,0.00911,0.0686,0.589,0.215,161.451,audio_features,3nfj9Fdbl30TvcZE9sU0Vx,spotify:track:3nfj9Fdbl30TvcZE9sU0Vx,https://api.spotify.com/v1/tracks/3nfj9Fdbl30TvcZE9sU0Vx,https://api.spotify.com/v1/audio-analysis/3nfj9Fdbl30TvcZE9sU0Vx,207936,4,Suffer With Me,líue,jim
41,0.615,0.521,2,-9.488,1,0.0318,0.146,0.772,0.11,0.045,115.016,audio_features,6nqdgUTiWt4JbABDurkxMI,spotify:track:6nqdgUTiWt4JbABDurkxMI,https://api.spotify.com/v1/tracks/6nqdgUTiWt4JbABDurkxMI,https://api.spotify.com/v1/audio-analysis/6nqdgUTiWt4JbABDurkxMI,171385,4,Sahara,Hensonn,jim
42,0.383,0.563,1,-9.648,1,0.255,0.535,3.22e-05,0.196,0.584,158.512,audio_features,7LOR8Rdc5n2EkduOXZeTp6,spotify:track:7LOR8Rdc5n2EkduOXZeTp6,https://api.spotify.com/v1/tracks/7LOR8Rdc5n2EkduOXZeTp6,https://api.spotify.com/v1/audio-analysis/7LOR8Rdc5n2EkduOXZeTp6,104151,3,Amend,j^p^n,jim
43,0.817,0.352,1,-10.879,1,0.0656,0.0629,0.247,0.109,0.114,121.939,audio_features,1OttQE7U72sxtonWe6QJki,spotify:track:1OttQE7U72sxtonWe6QJki,https://api.spotify.com/v1/tracks/1OttQE7U72sxtonWe6QJki,https://api.spotify.com/v1/audio-analysis/1OttQE7U72sxtonWe6QJki,155965,4,Feel Like God,gazzzy,jim
44,0.701,0.632,7,-8.359,1,0.113,0.0964,0.798,0.112,0.591,82.507,audio_features,4T1G8crupaEsEa0EaBVcBW,spotify:track:4T1G8crupaEsEa0EaBVcBW,https://api.spotify.com/v1/tracks/4T1G8crupaEsEa0EaBVcBW,https://api.spotify.com/v1/audio-analysis/4T1G8crupaEsEa0EaBVcBW,139648,4,Hueco Mundo,Eternal Raijin,jim
45,0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,126.677,audio_features,2WYs5LxOZfEyURXu7V0O1a,spotify:track:2WYs5LxOZfEyURXu7V0O1a,https://api.spotify.com/v1/tracks/2WYs5LxOZfEyURXu7V0O1a,https://api.spotify.com/v1/audio-analysis/2WYs5LxOZfEyURXu7V0O1a,141505,5,Stay With Me,1nonly,jim
46,0.742,0.539,6,-8.52,1,0.0402,0.578,0.00303,0.208,0.338,106.008,audio_features,4Dt6rec3yAfADbPkYI3zs5,spotify:track:4Dt6rec3yAfADbPkYI3zs5,https://api.spotify.com/v1/tracks/4Dt6rec3yAfADbPkYI3zs5,https://api.spotify.com/v1/audio-analysis/4Dt6rec3yAfADbPkYI3zs5,129614,4,Роlоzhеniе,РСХ Тhоusаnd,jim
47,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,audio_features,2JvzF1RMd7lE3KmFlsyZD8,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/tracks/2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/audio-analysis/2JvzF1RMd7lE3KmFlsyZD8,213594,4,MIDDLE CHILD,J. Cole,jim
48,0.688,0.761,4,-4.607,0,0.163,0.00477,0.41,0.175,0.536,111.014,audio_features,0KYvs7DKC7Cl5IHmwpP13f,spotify:track:0KYvs7DKC7Cl5IHmwpP13f,https://api.spotify.com/v1/tracks/0KYvs7DKC7Cl5IHmwpP13f,https://api.spotify.com/v1/audio-analysis/0KYvs7DKC7Cl5IHmwpP13f,114625,4,Override,KSLV Noh,jim
49,0.583,0.524,1,-11.095,1,0.0469,0.000288,0.396,0.26,0.415,71.53,audio_features,0dIkjfk8sfvQ2tRu4fjsBJ,spotify:track:0dIkjfk8sfvQ2tRu4fjsBJ,https://api.spotify.com/v1/tracks/0dIkjfk8sfvQ2tRu4fjsBJ,https://api.spotify.com/v1/audio-analysis/0dIkjfk8sfvQ2tRu4fjsBJ,284105,4,"Im a god, Ordinary life",CedanVibe,jim
50,0.677,0.592,2,-6.127,1,0.374,0.202,0.0,0.162,0.701,146.061,audio_features,6ZEHt4vapzCcXbUopoMkuk,spotify:track:6ZEHt4vapzCcXbUopoMkuk,https://api.spotify.com/v1/tracks/6ZEHt4vapzCcXbUopoMkuk,https://api.spotify.com/v1/audio-analysis/6ZEHt4vapzCcXbUopoMkuk,131616,4,#IMSIPPINTEAINYOHOOD,SHALOM MULENGA,jim
51,0.788,0.871,6,-5.782,0,0.043,0.172,0.00164,0.115,0.401,128.195,audio_features,6hRvewF5MRAsqqxnNs3z2b,spotify:track:6hRvewF5MRAsqqxnNs3z2b,https://api.spotify.com/v1/tracks/6hRvewF5MRAsqqxnNs3z2b,https://api.spotify.com/v1/audio-analysis/6hRvewF5MRAsqqxnNs3z2b,91820,4,SUICIDE YEAR,WEEDMANE,jim
52,0.581,0.877,8,-4.938,1,0.114,0.0151,0.0,0.826,0.353,77.006,audio_features,5gZYpjakt37G3c58FKcQwJ,spotify:track:5gZYpjakt37G3c58FKcQwJ,https://api.spotify.com/v1/tracks/5gZYpjakt37G3c58FKcQwJ,https://api.spotify.com/v1/audio-analysis/5gZYpjakt37G3c58FKcQwJ,236883,4,Miss The Rage (feat. Playboi Carti),Trippie Redd,jim
53,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,audio_features,1fewSx2d5KIZ04wsooEBOz,spotify:track:1fewSx2d5KIZ04wsooEBOz,https://api.spotify.com/v1/tracks/1fewSx2d5KIZ04wsooEBOz,https://api.spotify.com/v1/audio-analysis/1fewSx2d5KIZ04wsooEBOz,203267,4,Space Cadet (feat. Gunna),Metro Boomin,jim
54,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,audio_features,0Fs9cdPDhptWEDJmiCbkEW,spotify:track:0Fs9cdPDhptWEDJmiCbkEW,https://api.spotify.com/v1/tracks/0Fs9cdPDhptWEDJmiCbkEW,https://api.spotify.com/v1/audio-analysis/0Fs9cdPDhptWEDJmiCbkEW,296520,4,She Knows (feat. Amber Coffman & Cults),J. Cole,jim
55,0.792,0.511,2,-6.876,1,0.0409,0.124,9.04e-05,0.14,0.111,113.983,audio_features,30QR0ndUdiiMQMA9g1PGCm,spotify:track:30QR0ndUdiiMQMA9g1PGCm,https://api.spotify.com/v1/tracks/30QR0ndUdiiMQMA9g1PGCm,https://api.spotify.com/v1/audio-analysis/30QR0ndUdiiMQMA9g1PGCm,168490,4,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,jim
56,0.849,0.758,8,-7.498,1,0.256,0.499,0.695,0.147,0.0684,115.058,audio_features,0BV0AYGLVlu2SdjN3J9twp,spotify:track:0BV0AYGLVlu2SdjN3J9twp,https://api.spotify.com/v1/tracks/0BV0AYGLVlu2SdjN3J9twp,https://api.spotify.com/v1/audio-analysis/0BV0AYGLVlu2SdjN3J9twp,151625,4,Fed Up,Ghostemane,jim
57,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,audio_features,7EkWXAI1wn8Ii883ecd9xr,spotify:track:7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/tracks/7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/audio-analysis/7EkWXAI1wn8Ii883ecd9xr,147062,4,Freaks,Surf Curse,jim
58,0.716,0.427,1,-8.993,1,0.0529,0.187,0.0,0.354,0.223,108.993,audio_features,1VxvGm1moDJ3svQlwjdBwA,spotify:track:1VxvGm1moDJ3svQlwjdBwA,https://api.spotify.com/v1/tracks/1VxvGm1moDJ3svQlwjdBwA,https://api.spotify.com/v1/audio-analysis/1VxvGm1moDJ3svQlwjdBwA,143334,4,90mh,Trefuego,jim
59,0.77,0.659,6,-8.322,1,0.238,0.283,0.0,0.334,0.504,94.955,audio_features,7KVBqGLGhrEejVokzYd8vF,spotify:track:7KVBqGLGhrEejVokzYd8vF,https://api.spotify.com/v1/tracks/7KVBqGLGhrEejVokzYd8vF,https://api.spotify.com/v1/audio-analysis/7KVBqGLGhrEejVokzYd8vF,166896,4,Bunny Girl,1nonly,jim
60,0.486,0.698,1,-7.295,1,0.456,0.269,0.0,0.382,0.444,82.586,audio_features,2jFPmbOgcQzGRV8l9tUvGC,spotify:track:2jFPmbOgcQzGRV8l9tUvGC,https://api.spotify.com/v1/tracks/2jFPmbOgcQzGRV8l9tUvGC,https://api.spotify.com/v1/audio-analysis/2jFPmbOgcQzGRV8l9tUvGC,137147,5,Üçlü Priz,cakal,jim
61,0.311,0.733,4,-18.015,0,0.0436,0.888,0.95,0.386,0.454,115.663,audio_features,0ehcL7EsiSy1mpgOk3EFg8,spotify:track:0ehcL7EsiSy1mpgOk3EFg8,https://api.spotify.com/v1/tracks/0ehcL7EsiSy1mpgOk3EFg8,https://api.spotify.com/v1/audio-analysis/0ehcL7EsiSy1mpgOk3EFg8,62663,3,Romance,My Chemical Romance,lisede bana pamukçu derlerdi
62,0.292,0.548,2,-4.977,1,0.0363,0.0827,0.0,0.414,0.207,175.053,audio_features,6s2yqZbiPNPL1B2IeCMsUA,spotify:track:6s2yqZbiPNPL1B2IeCMsUA,https://api.spotify.com/v1/tracks/6s2yqZbiPNPL1B2IeCMsUA,https://api.spotify.com/v1/audio-analysis/6s2yqZbiPNPL1B2IeCMsUA,112920,3,The End.,My Chemical Romance,lisede bana pamukçu derlerdi
63,0.481,0.973,7,-1.945,1,0.0542,0.0037,0.000877,0.325,0.362,99.331,audio_features,0uukw2CgEIApv4IWAjXrBC,spotify:track:0uukw2CgEIApv4IWAjXrBC,https://api.spotify.com/v1/tracks/0uukw2CgEIApv4IWAjXrBC,https://api.spotify.com/v1/audio-analysis/0uukw2CgEIApv4IWAjXrBC,195520,4,Dead!,My Chemical Romance,lisede bana pamukçu derlerdi
64,0.242,0.983,2,-2.679,1,0.106,5.08e-05,4.43e-05,0.303,0.301,163.366,audio_features,0rUNZQuYQvOz6A6zwyT6tM,spotify:track:0rUNZQuYQvOz6A6zwyT6tM,https://api.spotify.com/v1/tracks/0rUNZQuYQvOz6A6zwyT6tM,https://api.spotify.com/v1/audio-analysis/0rUNZQuYQvOz6A6zwyT6tM,239053,4,This Is How I Disappear,My Chemical Romance,lisede bana pamukçu derlerdi
